Timestamp,Endpoint,ResponseTimeMS,StatusCode,Region,Method,ClientType
01-06-2025 20:30,/checkout,1219,404,UK,PUT,Mobile
01-06-2025 12:21,/search,728,200,US,GET,Web
01-06-2025 08:16,/login,266,200,Australia,GET,Web
01-06-2025 16:36,/getUserData,721,500,Germany,PUT,Mobile
01-06-2025 04:10,/checkout,931,200,UK,POST,Mobile
01-06-2025 16:44,/login,1669,500,US,POST,Mobile
01-06-2025 16:48,/updateProfile,228,500,Germany,PUT,Web
01-06-2025 21:05,/getUserData,297,502,UK,PUT,Web
01-06-2025 04:14,/getUserData,483,502,India,PUT,Mobile
01-06-2025 08:30,/login,488,500,UK,POST,Mobile
01-06-2025 17:04,/getUserData,360,200,US,PUT,Web
01-06-2025 17:08,/getUserData,971,200,Australia,GET,Mobile
01-06-2025 17:12,/login,503,500,India,POST,Mobile
01-06-2025 12:57,/login,479,502,India,GET,Mobile
01-06-2025 04:20,/updateProfile,1266,500,Germany,GET,Mobile
01-06-2025 21:45,/checkout,1440,200,Germany,GET,Mobile
01-06-2025 13:06,/search,1984,200,Australia,PUT,Web
01-06-2025 04:23,/search,747,200,US,GET,Web
01-06-2025 13:12,/getUserData,1936,200,India,POST,Web
01-06-2025 17:40,/checkout,610,200,US,PUT,Web
01-06-2025 04:26,/search,629,503,Australia,POST,Mobile
01-06-2025 04:27,/checkout,265,200,UK,POST,Web
01-06-2025 08:56,/updateProfile,633,503,US,GET,Mobile
01-06-2025 13:27,/getUserData,1426,500,UK,POST,Mobile
01-06-2025 04:30,/checkout,1981,500,US,GET,Mobile
01-06-2025 22:35,/checkout,792,503,UK,GET,Mobile
01-06-2025 09:04,/updateProfile,1029,502,US,GET,Mobile
01-06-2025 09:06,/checkout,588,500,India,GET,Web
01-06-2025 13:42,/search,1734,500,India,GET,Mobile
01-06-2025 18:20,/checkout,1890,502,US,PUT,Mobile
01-06-2025 09:12,/getUserData,1852,200,Australia,GET,Mobile
01-06-2025 18:28,/checkout,355,503,India,GET,Mobile
01-06-2025 04:38,/getUserData,1833,404,India,POST,Web
01-06-2025 09:18,/search,262,200,US,POST,Web
01-06-2025 14:00,/getUserData,637,502,Australia,GET,Mobile
01-06-2025 04:41,/checkout,544,503,Germany,GET,Web
01-06-2025 23:30,/updateProfile,416,200,Australia,GET,Mobile
01-06-2025 23:35,/updateProfile,1357,404,Australia,PUT,Mobile
01-06-2025 14:12,/search,1014,200,US,POST,Web
01-06-2025 09:30,/search,789,502,US,PUT,Web
01-06-2025 19:04,/getUserData,323,200,Germany,GET,Web
01-06-2025 19:08,/search,362,500,UK,GET,Web
01-06-2025 19:12,/checkout,796,500,Australia,POST,Mobile
01-06-2025 14:27,/login,1828,200,Australia,PUT,Mobile
01-06-2025 19:20,/updateProfile,284,200,Germany,POST,Web
01-06-2025 14:33,/checkout,526,503,India,PUT,Web
01-06-2025 14:36,/getUserData,1770,200,US,PUT,Web
01-06-2025 19:32,/login,307,200,Australia,POST,Web
01-06-2025 19:36,/getUserData,1504,502,US,POST,Web
01-06-2025 09:50,/checkout,420,200,Germany,POST,Mobile
02-06-2025 00:40,/search,828,200,Australia,PUT,Mobile
01-06-2025 14:51,/getUserData,1534,200,US,PUT,Mobile
01-06-2025 14:54,/search,803,404,Germany,POST,Web
02-06-2025 00:55,/search,1029,503,UK,PUT,Web
01-06-2025 05:00,/getUserData,263,500,Germany,GET,Web
02-06-2025 01:05,/getUserData,1203,503,Australia,POST,Mobile
01-06-2025 05:02,/getUserData,1914,200,Germany,PUT,Web
01-06-2025 15:09,/search,1791,500,Australia,PUT,Web
01-06-2025 20:16,/getUserData,331,502,Australia,GET,Mobile
01-06-2025 20:20,/search,1856,404,UK,GET,Web
01-06-2025 05:06,/checkout,1483,500,US,PUT,Web
02-06-2025 01:35,/getUserData,247,200,Germany,GET,Mobile
02-06-2025 01:40,/updateProfile,613,500,India,PUT,Mobile
01-06-2025 20:36,/search,1587,502,Australia,PUT,Web
02-06-2025 01:50,/getUserData,359,503,US,GET,Mobile
01-06-2025 15:33,/getUserData,1511,200,Australia,GET,Web
02-06-2025 02:00,/updateProfile,1345,200,US,POST,Web
01-06-2025 05:13,/login,774,200,US,PUT,Web
01-06-2025 10:28,/updateProfile,1211,503,India,PUT,Web
01-06-2025 15:45,/updateProfile,928,200,Germany,GET,Mobile
01-06-2025 21:04,/checkout,487,200,US,POST,Mobile
01-06-2025 21:08,/getUserData,1257,200,Australia,POST,Web
01-06-2025 21:12,/checkout,1505,502,Germany,POST,Mobile
01-06-2025 10:38,/getUserData,1001,503,US,GET,Mobile
01-06-2025 16:00,/getUserData,307,200,US,PUT,Mobile
01-06-2025 16:03,/updateProfile,998,502,UK,PUT,Mobile
01-06-2025 05:22,/search,1171,500,Germany,GET,Web
01-06-2025 21:32,/search,1906,200,UK,POST,Web
02-06-2025 03:00,/search,1405,200,India,PUT,Web
01-06-2025 21:40,/login,582,500,India,GET,Mobile
01-06-2025 10:52,/getUserData,623,503,UK,GET,Mobile
01-06-2025 05:27,/getUserData,309,502,Australia,POST,Mobile
01-06-2025 10:56,/search,797,200,India,GET,Web
01-06-2025 05:29,/checkout,1751,200,UK,PUT,Web
01-06-2025 16:30,/updateProfile,1628,200,UK,GET,Web
01-06-2025 16:33,/getUserData,401,500,India,PUT,Mobile
01-06-2025 22:08,/search,853,500,UK,POST,Web
01-06-2025 05:33,/checkout,457,502,India,GET,Web
01-06-2025 16:42,/checkout,1204,503,US,POST,Web
01-06-2025 22:20,/getUserData,950,200,US,PUT,Mobile
02-06-2025 04:00,/getUserData,1064,404,Australia,PUT,Web
02-06-2025 04:05,/login,1330,200,India,PUT,Mobile
01-06-2025 11:16,/updateProfile,310,500,Germany,GET,Mobile
01-06-2025 05:39,/getUserData,1747,500,US,PUT,Web
01-06-2025 05:40,/checkout,801,404,UK,GET,Web
01-06-2025 17:03,/updateProfile,216,200,US,GET,Web
01-06-2025 05:42,/getUserData,1404,200,India,GET,Web
01-06-2025 22:52,/search,648,404,Germany,PUT,Mobile
01-06-2025 17:12,/login,1239,502,Australia,GET,Web
01-06-2025 23:00,/search,1259,200,India,PUT,Web
02-06-2025 04:50,/search,1580,502,UK,GET,Web
01-06-2025 23:08,/getUserData,517,200,India,GET,Web
01-06-2025 17:24,/login,777,503,Australia,PUT,Web
02-06-2025 05:05,/getUserData,598,200,Australia,POST,Web
01-06-2025 23:20,/updateProfile,1875,500,Germany,GET,Mobile
02-06-2025 05:15,/checkout,1627,200,Australia,POST,Web
01-06-2025 05:52,/getUserData,361,200,India,GET,Web
01-06-2025 17:39,/getUserData,1880,200,Australia,GET,Web
02-06-2025 05:30,/login,1366,503,India,PUT,Web
01-06-2025 05:55,/search,1467,502,Germany,PUT,Web
02-06-2025 05:40,/checkout,1083,502,India,GET,Mobile
01-06-2025 17:51,/search,1112,502,Germany,POST,Web
01-06-2025 17:54,/search,1809,503,Germany,POST,Mobile
02-06-2025 05:55,/checkout,1595,500,US,POST,Mobile
01-06-2025 18:00,/getUserData,863,200,India,POST,Mobile
02-06-2025 06:05,/checkout,1740,502,Australia,PUT,Mobile
01-06-2025 12:04,/updateProfile,1483,502,Australia,POST,Web
02-06-2025 06:15,/login,1618,404,UK,GET,Web
02-06-2025 06:20,/search,1716,200,US,PUT,Mobile
01-06-2025 06:05,/search,1180,502,US,PUT,Mobile
01-06-2025 06:06,/getUserData,1545,200,US,GET,Mobile
01-06-2025 12:14,/search,695,502,US,PUT,Web
01-06-2025 06:08,/updateProfile,649,404,Germany,PUT,Mobile
01-06-2025 12:18,/search,1414,200,India,PUT,Mobile
02-06-2025 06:50,/getUserData,1282,404,US,PUT,Web
01-06-2025 12:22,/login,1137,200,US,GET,Web
01-06-2025 18:36,/getUserData,797,200,Australia,GET,Mobile
02-06-2025 07:05,/getUserData,1383,404,Germany,GET,Web
02-06-2025 07:10,/updateProfile,1857,502,US,GET,Mobile
01-06-2025 18:45,/login,679,404,Australia,POST,Web
01-06-2025 18:48,/checkout,1751,503,Germany,PUT,Web
02-06-2025 07:25,/checkout,1708,404,India,GET,Web
02-06-2025 07:30,/search,225,200,Australia,PUT,Mobile
02-06-2025 07:35,/updateProfile,432,500,Australia,POST,Web
02-06-2025 01:20,/search,404,502,US,GET,Web
02-06-2025 01:24,/login,555,404,US,GET,Mobile
01-06-2025 12:44,/login,1928,404,Australia,POST,Web
01-06-2025 12:46,/search,1461,200,UK,PUT,Web
01-06-2025 06:24,/checkout,1935,200,India,POST,Web
02-06-2025 01:40,/checkout,1779,200,India,PUT,Mobile
02-06-2025 01:44,/updateProfile,669,404,Germany,GET,Mobile
01-06-2025 12:54,/getUserData,703,200,UK,GET,Web
02-06-2025 01:52,/getUserData,1025,200,UK,POST,Web
01-06-2025 19:27,/search,1526,200,UK,POST,Web
01-06-2025 06:30,/checkout,1708,200,Germany,POST,Web
02-06-2025 08:35,/getUserData,1072,200,US,PUT,Mobile
02-06-2025 02:08,/checkout,473,502,Australia,POST,Mobile
01-06-2025 06:33,/getUserData,1149,500,Germany,GET,Mobile
02-06-2025 08:50,/login,1215,200,UK,POST,Mobile
01-06-2025 13:10,/getUserData,1826,200,India,POST,Mobile
01-06-2025 06:36,/login,827,200,India,POST,Web
01-06-2025 06:37,/login,869,500,Australia,GET,Web
02-06-2025 02:32,/getUserData,1081,200,US,PUT,Web
01-06-2025 06:39,/login,769,200,UK,GET,Mobile
01-06-2025 20:00,/checkout,1687,502,Australia,GET,Web
01-06-2025 13:22,/checkout,824,200,India,PUT,Web
01-06-2025 20:06,/checkout,244,500,India,POST,Mobile
01-06-2025 20:09,/search,1839,200,India,PUT,Web
01-06-2025 13:28,/getUserData,1923,200,Germany,POST,Mobile
01-06-2025 13:30,/getUserData,1009,200,Australia,PUT,Web
02-06-2025 09:50,/search,1792,500,Australia,PUT,Web
02-06-2025 03:08,/getUserData,1409,404,UK,PUT,Web
02-06-2025 10:00,/updateProfile,231,502,US,POST,Web
02-06-2025 03:16,/getUserData,1021,502,India,GET,Mobile
01-06-2025 20:30,/checkout,1489,500,Australia,GET,Web
02-06-2025 10:15,/search,1541,500,Australia,PUT,Web
02-06-2025 10:20,/checkout,1316,404,Germany,GET,Mobile
01-06-2025 20:39,/getUserData,588,200,Australia,PUT,Web
02-06-2025 03:36,/checkout,1261,200,India,PUT,Mobile
01-06-2025 20:45,/login,443,200,India,GET,Mobile
01-06-2025 20:48,/updateProfile,723,200,Australia,POST,Web
01-06-2025 06:57,/search,1547,200,Germany,GET,Mobile
02-06-2025 10:50,/getUserData,1185,200,UK,POST,Mobile
02-06-2025 10:55,/login,337,200,Germany,PUT,Mobile
01-06-2025 21:00,/updateProfile,1275,500,Germany,POST,Mobile
02-06-2025 04:04,/login,891,200,Germany,PUT,Mobile
01-06-2025 14:04,/getUserData,1467,200,Germany,PUT,Web
01-06-2025 21:09,/search,1916,502,US,PUT,Mobile
02-06-2025 11:20,/getUserData,1567,503,US,GET,Web
01-06-2025 14:10,/updateProfile,1091,500,US,PUT,Web
02-06-2025 04:24,/updateProfile,662,503,India,PUT,Web
02-06-2025 04:28,/search,341,503,India,PUT,Web
02-06-2025 11:40,/getUserData,1448,404,Australia,PUT,Mobile
01-06-2025 07:09,/updateProfile,356,404,UK,PUT,Mobile
01-06-2025 14:20,/login,1301,200,US,POST,Mobile
01-06-2025 14:22,/getUserData,1635,200,Australia,GET,Mobile
02-06-2025 12:00,/search,363,200,US,GET,Mobile
01-06-2025 14:26,/updateProfile,1584,200,Germany,GET,Mobile
01-06-2025 14:28,/login,1067,200,UK,POST,Mobile
01-06-2025 14:30,/getUserData,240,500,Australia,GET,Mobile
01-06-2025 14:32,/login,716,404,Germany,POST,Mobile
01-06-2025 14:34,/getUserData,1324,200,Germany,GET,Mobile
01-06-2025 14:36,/login,1374,503,UK,PUT,Mobile
02-06-2025 05:16,/getUserData,704,200,UK,POST,Web
01-06-2025 14:40,/login,1361,404,Germany,PUT,Mobile
02-06-2025 12:45,/updateProfile,478,404,Germany,PUT,Mobile
02-06-2025 12:50,/checkout,1047,200,UK,POST,Mobile
01-06-2025 07:23,/getUserData,1715,503,India,PUT,Web
01-06-2025 07:24,/getUserData,1919,502,US,POST,Web
01-06-2025 07:25,/checkout,588,404,US,POST,Mobile
02-06-2025 13:10,/updateProfile,388,503,Germany,PUT,Mobile
01-06-2025 07:27,/search,977,200,UK,GET,Mobile
01-06-2025 07:28,/login,1609,200,Germany,POST,Web
01-06-2025 22:27,/updateProfile,1479,404,Australia,POST,Web
01-06-2025 07:30,/login,1192,502,UK,GET,Web
01-06-2025 15:02,/login,458,200,India,GET,Web
